Week,Region,State,Abbreviation,Disease,Total
196643,Northeast,RHODE ISLAND,RI,RUBELLA,1
196645,Northeast,RHODE ISLAND,RI,RUBELLA,2
196646,Northeast,RHODE ISLAND,RI,RUBELLA,1
196647,Northeast,RHODE ISLAND,RI,RUBELLA,1
196648,Northeast,RHODE ISLAND,RI,RUBELLA,3
196650,Northeast,RHODE ISLAND,RI,RUBELLA,2
196651,Northeast,RHODE ISLAND,RI,RUBELLA,1
196652,Northeast,RHODE ISLAND,RI,RUBELLA,2
196601,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,4
196602,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,2
196603,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196604,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,3
196605,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,2
196606,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196607,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,4
196609,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,2
196610,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,4
196611,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196612,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196614,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196616,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196617,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196618,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196619,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,7
196620,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196622,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196624,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,2
196625,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,2
196626,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196628,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,3
196629,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,3
196630,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,2
196631,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196632,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196633,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196634,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,3
196636,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196637,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196638,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196639,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,4
196640,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,3
196642,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,2
196643,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,4
196645,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,4
196646,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196648,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,1
196649,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,3
196650,Southeast,SOUTH CAROLINA,SC,HEPATITIS A,2
196601,Southeast,SOUTH CAROLINA,SC,MEASLES,28
196602,Southeast,SOUTH CAROLINA,SC,MEASLES,44
196603,Southeast,SOUTH CAROLINA,SC,MEASLES,13
196604,Southeast,SOUTH CAROLINA,SC,MEASLES,8
196605,Southeast,SOUTH CAROLINA,SC,MEASLES,22
196606,Southeast,SOUTH CAROLINA,SC,MEASLES,17
196607,Southeast,SOUTH CAROLINA,SC,MEASLES,0
196608,Southeast,SOUTH CAROLINA,SC,MEASLES,28
196609,Southeast,SOUTH CAROLINA,SC,MEASLES,52
196610,Southeast,SOUTH CAROLINA,SC,MEASLES,40
196611,Southeast,SOUTH CAROLINA,SC,MEASLES,26
196612,Southeast,SOUTH CAROLINA,SC,MEASLES,46
196613,Southeast,SOUTH CAROLINA,SC,MEASLES,9
196614,Southeast,SOUTH CAROLINA,SC,MEASLES,51
196615,Southeast,SOUTH CAROLINA,SC,MEASLES,15
196616,Southeast,SOUTH CAROLINA,SC,MEASLES,27
196617,Southeast,SOUTH CAROLINA,SC,MEASLES,25
196618,Southeast,SOUTH CAROLINA,SC,MEASLES,20
196619,Southeast,SOUTH CAROLINA,SC,MEASLES,27
196620,Southeast,SOUTH CAROLINA,SC,MEASLES,5
196621,Southeast,SOUTH CAROLINA,SC,MEASLES,25
196622,Southeast,SOUTH CAROLINA,SC,MEASLES,56
196623,Southeast,SOUTH CAROLINA,SC,MEASLES,5
196624,Southeast,SOUTH CAROLINA,SC,MEASLES,16
196625,Southeast,SOUTH CAROLINA,SC,MEASLES,3
196626,Southeast,SOUTH CAROLINA,SC,MEASLES,4
196627,Southeast,SOUTH CAROLINA,SC,MEASLES,3
196628,Southeast,SOUTH CAROLINA,SC,MEASLES,26
196629,Southeast,SOUTH CAROLINA,SC,MEASLES,0
196630,Southeast,SOUTH CAROLINA,SC,MEASLES,1
196631,Southeast,SOUTH CAROLINA,SC,MEASLES,10
196632,Southeast,SOUTH CAROLINA,SC,MEASLES,1
196633,Southeast,SOUTH CAROLINA,SC,MEASLES,1
196634,Southeast,SOUTH CAROLINA,SC,MEASLES,0
196635,Southeast,SOUTH CAROLINA,SC,MEASLES,1
196636,Southeast,SOUTH CAROLINA,SC,MEASLES,1
196637,Southeast,SOUTH CAROLINA,SC,MEASLES,0
196638,Southeast,SOUTH CAROLINA,SC,MEASLES,1
196639,Southeast,SOUTH CAROLINA,SC,MEASLES,0
196640,Southeast,SOUTH CAROLINA,SC,MEASLES,1
196641,Southeast,SOUTH CAROLINA,SC,MEASLES,0
196642,Southeast,SOUTH CAROLINA,SC,MEASLES,0
196643,Southeast,SOUTH CAROLINA,SC,MEASLES,0
196644,Southeast,SOUTH CAROLINA,SC,MEASLES,1
196645,Southeast,SOUTH CAROLINA,SC,MEASLES,1
196646,Southeast,SOUTH CAROLINA,SC,MEASLES,0
196647,Southeast,SOUTH CAROLINA,SC,MEASLES,1
196648,Southeast,SOUTH CAROLINA,SC,MEASLES,2
196651,Southeast,SOUTH CAROLINA,SC,MEASLES,0
196652,Southeast,SOUTH CAROLINA,SC,MEASLES,0
196601,Southeast,SOUTH CAROLINA,SC,RUBELLA,4
196603,Southeast,SOUTH CAROLINA,SC,RUBELLA,6
196605,Southeast,SOUTH CAROLINA,SC,RUBELLA,1
196606,Southeast,SOUTH CAROLINA,SC,RUBELLA,1
196607,Southeast,SOUTH CAROLINA,SC,RUBELLA,10
196608,Southeast,SOUTH CAROLINA,SC,RUBELLA,4
196609,Southeast,SOUTH CAROLINA,SC,RUBELLA,18
196610,Southeast,SOUTH CAROLINA,SC,RUBELLA,18
196611,Southeast,SOUTH CAROLINA,SC,RUBELLA,21
196612,Southeast,SOUTH CAROLINA,SC,RUBELLA,42
196613,Southeast,SOUTH CAROLINA,SC,RUBELLA,31
196614,Southeast,SOUTH CAROLINA,SC,RUBELLA,14
196615,Southeast,SOUTH CAROLINA,SC,RUBELLA,11
196616,Southeast,SOUTH CAROLINA,SC,RUBELLA,5
196617,Southeast,SOUTH CAROLINA,SC,RUBELLA,19
196618,Southeast,SOUTH CAROLINA,SC,RUBELLA,6
196619,Southeast,SOUTH CAROLINA,SC,RUBELLA,15
196620,Southeast,SOUTH CAROLINA,SC,RUBELLA,5
196621,Southeast,SOUTH CAROLINA,SC,RUBELLA,7
196622,Southeast,SOUTH CAROLINA,SC,RUBELLA,4
196623,Southeast,SOUTH CAROLINA,SC,RUBELLA,2
196624,Southeast,SOUTH CAROLINA,SC,RUBELLA,5
196627,Southeast,SOUTH CAROLINA,SC,RUBELLA,1
196628,Southeast,SOUTH CAROLINA,SC,RUBELLA,1
196629,Southeast,SOUTH CAROLINA,SC,RUBELLA,3
196630,Southeast,SOUTH CAROLINA,SC,RUBELLA,2
196632,Southeast,SOUTH CAROLINA,SC,RUBELLA,3
196635,Southeast,SOUTH CAROLINA,SC,RUBELLA,3
196637,Southeast,SOUTH CAROLINA,SC,RUBELLA,4
196641,Southeast,SOUTH CAROLINA,SC,RUBELLA,3
196645,Southeast,SOUTH CAROLINA,SC,RUBELLA,3
196646,Southeast,SOUTH CAROLINA,SC,RUBELLA,3
196648,Southeast,SOUTH CAROLINA,SC,RUBELLA,1
196604,Midwest,SOUTH DAKOTA,SD,HEPATITIS A,1
196607,Midwest,SOUTH DAKOTA,SD,HEPATITIS A,2
196608,Midwest,SOUTH DAKOTA,SD,HEPATITIS A,1
196618,Midwest,SOUTH DAKOTA,SD,HEPATITIS A,1
196620,Midwest,SOUTH DAKOTA,SD,HEPATITIS A,1
196621,Midwest,SOUTH DAKOTA,SD,HEPATITIS A,1
196626,Midwest,SOUTH DAKOTA,SD,HEPATITIS A,1
196630,Midwest,SOUTH DAKOTA,SD,HEPATITIS A,1
196633,Midwest,SOUTH DAKOTA,SD,HEPATITIS A,1
196634,Midwest,SOUTH DAKOTA,SD,HEPATITIS A,1
196641,Midwest,SOUTH DAKOTA,SD,HEPATITIS A,2
196643,Midwest,SOUTH DAKOTA,SD,HEPATITIS A,1
196601,Midwest,SOUTH DAKOTA,SD,MEASLES,1
196603,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196604,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196605,Midwest,SOUTH DAKOTA,SD,MEASLES,1
196606,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196607,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196608,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196609,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196610,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196611,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196612,Midwest,SOUTH DAKOTA,SD,MEASLES,1
196613,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196614,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196615,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196616,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196617,Midwest,SOUTH DAKOTA,SD,MEASLES,1
196618,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196619,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196620,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196621,Midwest,SOUTH DAKOTA,SD,MEASLES,2
196622,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196623,Midwest,SOUTH DAKOTA,SD,MEASLES,32
196624,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196625,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196626,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196627,Midwest,SOUTH DAKOTA,SD,MEASLES,2
196628,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196629,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196630,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196631,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196632,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196633,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196634,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196635,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196636,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196637,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196638,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196639,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196640,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196641,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196642,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196643,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196644,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196645,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196646,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196647,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196648,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196651,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196652,Midwest,SOUTH DAKOTA,SD,MEASLES,0
196626,Midwest,SOUTH DAKOTA,SD,RUBELLA,1
196631,Midwest,SOUTH DAKOTA,SD,RUBELLA,1
196601,Southeast,TENNESSEE,TN,HEPATITIS A,93
196602,Southeast,TENNESSEE,TN,HEPATITIS A,32
196603,Southeast,TENNESSEE,TN,HEPATITIS A,39
196604,Southeast,TENNESSEE,TN,HEPATITIS A,26
196605,Southeast,TENNESSEE,TN,HEPATITIS A,19
196606,Southeast,TENNESSEE,TN,HEPATITIS A,27
196607,Southeast,TENNESSEE,TN,HEPATITIS A,23
196608,Southeast,TENNESSEE,TN,HEPATITIS A,19
196609,Southeast,TENNESSEE,TN,HEPATITIS A,28
196610,Southeast,TENNESSEE,TN,HEPATITIS A,28
196611,Southeast,TENNESSEE,TN,HEPATITIS A,14
196612,Southeast,TENNESSEE,TN,HEPATITIS A,28
196613,Southeast,TENNESSEE,TN,HEPATITIS A,37
196614,Southeast,TENNESSEE,TN,HEPATITIS A,16
196615,Southeast,TENNESSEE,TN,HEPATITIS A,23
196616,Southeast,TENNESSEE,TN,HEPATITIS A,17
196617,Southeast,TENNESSEE,TN,HEPATITIS A,8
196618,Southeast,TENNESSEE,TN,HEPATITIS A,24
196619,Southeast,TENNESSEE,TN,HEPATITIS A,20
196620,Southeast,TENNESSEE,TN,HEPATITIS A,16
196621,Southeast,TENNESSEE,TN,HEPATITIS A,14
196622,Southeast,TENNESSEE,TN,HEPATITIS A,24
196623,Southeast,TENNESSEE,TN,HEPATITIS A,15
196624,Southeast,TENNESSEE,TN,HEPATITIS A,14
196625,Southeast,TENNESSEE,TN,HEPATITIS A,9
196626,Southeast,TENNESSEE,TN,HEPATITIS A,11
196627,Southeast,TENNESSEE,TN,HEPATITIS A,15
196628,Southeast,TENNESSEE,TN,HEPATITIS A,10
196629,Southeast,TENNESSEE,TN,HEPATITIS A,26
196630,Southeast,TENNESSEE,TN,HEPATITIS A,15
196631,Southeast,TENNESSEE,TN,HEPATITIS A,14
196632,Southeast,TENNESSEE,TN,HEPATITIS A,8
196633,Southeast,TENNESSEE,TN,HEPATITIS A,17
196634,Southeast,TENNESSEE,TN,HEPATITIS A,12
196635,Southeast,TENNESSEE,TN,HEPATITIS A,14
196636,Southeast,TENNESSEE,TN,HEPATITIS A,10
196637,Southeast,TENNESSEE,TN,HEPATITIS A,10
196638,Southeast,TENNESSEE,TN,HEPATITIS A,14
196639,Southeast,TENNESSEE,TN,HEPATITIS A,8
196640,Southeast,TENNESSEE,TN,HEPATITIS A,8
196641,Southeast,TENNESSEE,TN,HEPATITIS A,20
196642,Southeast,TENNESSEE,TN,HEPATITIS A,19
196643,Southeast,TENNESSEE,TN,HEPATITIS A,8
196644,Southeast,TENNESSEE,TN,HEPATITIS A,10
196645,Southeast,TENNESSEE,TN,HEPATITIS A,10
196646,Southeast,TENNESSEE,TN,HEPATITIS A,21
196647,Southeast,TENNESSEE,TN,HEPATITIS A,11
196648,Southeast,TENNESSEE,TN,HEPATITIS A,26
196649,Southeast,TENNESSEE,TN,HEPATITIS A,26
196650,Southeast,TENNESSEE,TN,HEPATITIS A,12
196651,Southeast,TENNESSEE,TN,HEPATITIS A,14
196652,Southeast,TENNESSEE,TN,HEPATITIS A,15
196601,Southeast,TENNESSEE,TN,MEASLES,351
196602,Southeast,TENNESSEE,TN,MEASLES,336
196603,Southeast,TENNESSEE,TN,MEASLES,370
196604,Southeast,TENNESSEE,TN,MEASLES,465
196605,Southeast,TENNESSEE,TN,MEASLES,370
196606,Southeast,TENNESSEE,TN,MEASLES,503
196607,Southeast,TENNESSEE,TN,MEASLES,401
196608,Southeast,TENNESSEE,TN,MEASLES,370
196609,Southeast,TENNESSEE,TN,MEASLES,523
196610,Southeast,TENNESSEE,TN,MEASLES,578
196611,Southeast,TENNESSEE,TN,MEASLES,590
196612,Southeast,TENNESSEE,TN,MEASLES,589
196613,Southeast,TENNESSEE,TN,MEASLES,579
196614,Southeast,TENNESSEE,TN,MEASLES,425
196615,Southeast,TENNESSEE,TN,MEASLES,505
196616,Southeast,TENNESSEE,TN,MEASLES,556
196617,Southeast,TENNESSEE,TN,MEASLES,666
196618,Southeast,TENNESSEE,TN,MEASLES,673
196619,Southeast,TENNESSEE,TN,MEASLES,546
196620,Southeast,TENNESSEE,TN,MEASLES,566
196621,Southeast,TENNESSEE,TN,MEASLES,403
196622,Southeast,TENNESSEE,TN,MEASLES,390
196623,Southeast,TENNESSEE,TN,MEASLES,316
196624,Southeast,TENNESSEE,TN,MEASLES,242
196625,Southeast,TENNESSEE,TN,MEASLES,211
196626,Southeast,TENNESSEE,TN,MEASLES,137
196627,Southeast,TENNESSEE,TN,MEASLES,113
196628,Southeast,TENNESSEE,TN,MEASLES,130
196629,Southeast,TENNESSEE,TN,MEASLES,104
196630,Southeast,TENNESSEE,TN,MEASLES,58
196631,Southeast,TENNESSEE,TN,MEASLES,58
196632,Southeast,TENNESSEE,TN,MEASLES,41
196633,Southeast,TENNESSEE,TN,MEASLES,29
196634,Southeast,TENNESSEE,TN,MEASLES,14
196635,Southeast,TENNESSEE,TN,MEASLES,28
196636,Southeast,TENNESSEE,TN,MEASLES,31
196637,Southeast,TENNESSEE,TN,MEASLES,16
196638,Southeast,TENNESSEE,TN,MEASLES,18
196639,Southeast,TENNESSEE,TN,MEASLES,26
196640,Southeast,TENNESSEE,TN,MEASLES,6
196641,Southeast,TENNESSEE,TN,MEASLES,51
196642,Southeast,TENNESSEE,TN,MEASLES,14
196643,Southeast,TENNESSEE,TN,MEASLES,20
196644,Southeast,TENNESSEE,TN,MEASLES,10
196645,Southeast,TENNESSEE,TN,MEASLES,39
196646,Southeast,TENNESSEE,TN,MEASLES,21
196647,Southeast,TENNESSEE,TN,MEASLES,52
196648,Southeast,TENNESSEE,TN,MEASLES,67
196650,Southeast,TENNESSEE,TN,MEASLES,41
196651,Southeast,TENNESSEE,TN,MEASLES,21
196652,Southeast,TENNESSEE,TN,MEASLES,49
196601,Southeast,TENNESSEE,TN,RUBELLA,23
196602,Southeast,TENNESSEE,TN,RUBELLA,40
196603,Southeast,TENNESSEE,TN,RUBELLA,45
196604,Southeast,TENNESSEE,TN,RUBELLA,76
196605,Southeast,TENNESSEE,TN,RUBELLA,55
196606,Southeast,TENNESSEE,TN,RUBELLA,47
196607,Southeast,TENNESSEE,TN,RUBELLA,84
196608,Southeast,TENNESSEE,TN,RUBELLA,39
196609,Southeast,TENNESSEE,TN,RUBELLA,61
196610,Southeast,TENNESSEE,TN,RUBELLA,65
196611,Southeast,TENNESSEE,TN,RUBELLA,82
196612,Southeast,TENNESSEE,TN,RUBELLA,77
196613,Southeast,TENNESSEE,TN,RUBELLA,79
196614,Southeast,TENNESSEE,TN,RUBELLA,65
196615,Southeast,TENNESSEE,TN,RUBELLA,109
196616,Southeast,TENNESSEE,TN,RUBELLA,120
196617,Southeast,TENNESSEE,TN,RUBELLA,146
196618,Southeast,TENNESSEE,TN,RUBELLA,172
196619,Southeast,TENNESSEE,TN,RUBELLA,165
196620,Southeast,TENNESSEE,TN,RUBELLA,183
196621,Southeast,TENNESSEE,TN,RUBELLA,134
196622,Southeast,TENNESSEE,TN,RUBELLA,93
196623,Southeast,TENNESSEE,TN,RUBELLA,99
196624,Southeast,TENNESSEE,TN,RUBELLA,76
196625,Southeast,TENNESSEE,TN,RUBELLA,67
196626,Southeast,TENNESSEE,TN,RUBELLA,38
196627,Southeast,TENNESSEE,TN,RUBELLA,77
196628,Southeast,TENNESSEE,TN,RUBELLA,50
196629,Southeast,TENNESSEE,TN,RUBELLA,17
196630,Southeast,TENNESSEE,TN,RUBELLA,12
196631,Southeast,TENNESSEE,TN,RUBELLA,19
196632,Southeast,TENNESSEE,TN,RUBELLA,24
196633,Southeast,TENNESSEE,TN,RUBELLA,10
196634,Southeast,TENNESSEE,TN,RUBELLA,8
196635,Southeast,TENNESSEE,TN,RUBELLA,17
196636,Southeast,TENNESSEE,TN,RUBELLA,6
196637,Southeast,TENNESSEE,TN,RUBELLA,1
196638,Southeast,TENNESSEE,TN,RUBELLA,8
196639,Southeast,TENNESSEE,TN,RUBELLA,2
196640,Southeast,TENNESSEE,TN,RUBELLA,5
196641,Southeast,TENNESSEE,TN,RUBELLA,3
196642,Southeast,TENNESSEE,TN,RUBELLA,1
196643,Southeast,TENNESSEE,TN,RUBELLA,16
196644,Southeast,TENNESSEE,TN,RUBELLA,18
196645,Southeast,TENNESSEE,TN,RUBELLA,3
196646,Southeast,TENNESSEE,TN,RUBELLA,7
196647,Southeast,TENNESSEE,TN,RUBELLA,9
196648,Southeast,TENNESSEE,TN,RUBELLA,4
196650,Southeast,TENNESSEE,TN,RUBELLA,9
196651,Southeast,TENNESSEE,TN,RUBELLA,2
196652,Southeast,TENNESSEE,TN,RUBELLA,15
196601,Southwest,TEXAS,TX,HEPATITIS A,62
196602,Southwest,TEXAS,TX,HEPATITIS A,40
196603,Southwest,TEXAS,TX,HEPATITIS A,51
196604,Southwest,TEXAS,TX,HEPATITIS A,41
196605,Southwest,TEXAS,TX,HEPATITIS A,39
196606,Southwest,TEXAS,TX,HEPATITIS A,46
196607,Southwest,TEXAS,TX,HEPATITIS A,36
196608,Southwest,TEXAS,TX,HEPATITIS A,36
196609,Southwest,TEXAS,TX,HEPATITIS A,51
196610,Southwest,TEXAS,TX,HEPATITIS A,42
196611,Southwest,TEXAS,TX,HEPATITIS A,43
196612,Southwest,TEXAS,TX,HEPATITIS A,35
196613,Southwest,TEXAS,TX,HEPATITIS A,33
196614,Southwest,TEXAS,TX,HEPATITIS A,29
196615,Southwest,TEXAS,TX,HEPATITIS A,37
196616,Southwest,TEXAS,TX,HEPATITIS A,38
196617,Southwest,TEXAS,TX,HEPATITIS A,21
196618,Southwest,TEXAS,TX,HEPATITIS A,35
196619,Southwest,TEXAS,TX,HEPATITIS A,38
196620,Southwest,TEXAS,TX,HEPATITIS A,35
196621,Southwest,TEXAS,TX,HEPATITIS A,21
196622,Southwest,TEXAS,TX,HEPATITIS A,36
196623,Southwest,TEXAS,TX,HEPATITIS A,22
196624,Southwest,TEXAS,TX,HEPATITIS A,26
196625,Southwest,TEXAS,TX,HEPATITIS A,25
196626,Southwest,TEXAS,TX,HEPATITIS A,32
196627,Southwest,TEXAS,TX,HEPATITIS A,21
196628,Southwest,TEXAS,TX,HEPATITIS A,37
196629,Southwest,TEXAS,TX,HEPATITIS A,31
196630,Southwest,TEXAS,TX,HEPATITIS A,31
196631,Southwest,TEXAS,TX,HEPATITIS A,23
196632,Southwest,TEXAS,TX,HEPATITIS A,32
196633,Southwest,TEXAS,TX,HEPATITIS A,38
196634,Southwest,TEXAS,TX,HEPATITIS A,37
196635,Southwest,TEXAS,TX,HEPATITIS A,34
196636,Southwest,TEXAS,TX,HEPATITIS A,24
196637,Southwest,TEXAS,TX,HEPATITIS A,32
196638,Southwest,TEXAS,TX,HEPATITIS A,25
196639,Southwest,TEXAS,TX,HEPATITIS A,35
196640,Southwest,TEXAS,TX,HEPATITIS A,43
196641,Southwest,TEXAS,TX,HEPATITIS A,38
196642,Southwest,TEXAS,TX,HEPATITIS A,23
196643,Southwest,TEXAS,TX,HEPATITIS A,30
196644,Southwest,TEXAS,TX,HEPATITIS A,44
196645,Southwest,TEXAS,TX,HEPATITIS A,41
196646,Southwest,TEXAS,TX,HEPATITIS A,49
196647,Southwest,TEXAS,TX,HEPATITIS A,16
196648,Southwest,TEXAS,TX,HEPATITIS A,41
196649,Southwest,TEXAS,TX,HEPATITIS A,44
196650,Southwest,TEXAS,TX,HEPATITIS A,32
196651,Southwest,TEXAS,TX,HEPATITIS A,27
196652,Southwest,TEXAS,TX,HEPATITIS A,30
196601,Southwest,TEXAS,TX,MEASLES,236
196602,Southwest,TEXAS,TX,MEASLES,227
196603,Southwest,TEXAS,TX,MEASLES,299
196604,Southwest,TEXAS,TX,MEASLES,305
196605,Southwest,TEXAS,TX,MEASLES,530
196606,Southwest,TEXAS,TX,MEASLES,566
196607,Southwest,TEXAS,TX,MEASLES,534
196608,Southwest,TEXAS,TX,MEASLES,762
196609,Southwest,TEXAS,TX,MEASLES,879
196610,Southwest,TEXAS,TX,MEASLES,1009
196611,Southwest,TEXAS,TX,MEASLES,1229
196612,Southwest,TEXAS,TX,MEASLES,1296
196613,Southwest,TEXAS,TX,MEASLES,1496
196614,Southwest,TEXAS,TX,MEASLES,1178
196615,Southwest,TEXAS,TX,MEASLES,1288
196616,Southwest,TEXAS,TX,MEASLES,1151
196617,Southwest,TEXAS,TX,MEASLES,1171
196618,Southwest,TEXAS,TX,MEASLES,1108
196619,Southwest,TEXAS,TX,MEASLES,1120
196620,Southwest,TEXAS,TX,MEASLES,1012
196621,Southwest,TEXAS,TX,MEASLES,795
196622,Southwest,TEXAS,TX,MEASLES,776
196623,Southwest,TEXAS,TX,MEASLES,759
196624,Southwest,TEXAS,TX,MEASLES,612
196625,Southwest,TEXAS,TX,MEASLES,460
196626,Southwest,TEXAS,TX,MEASLES,373
196627,Southwest,TEXAS,TX,MEASLES,292
196628,Southwest,TEXAS,TX,MEASLES,265
196629,Southwest,TEXAS,TX,MEASLES,233
196630,Southwest,TEXAS,TX,MEASLES,178
196631,Southwest,TEXAS,TX,MEASLES,147
196632,Southwest,TEXAS,TX,MEASLES,119
196633,Southwest,TEXAS,TX,MEASLES,141
196634,Southwest,TEXAS,TX,MEASLES,104
196635,Southwest,TEXAS,TX,MEASLES,126
196636,Southwest,TEXAS,TX,MEASLES,86
196637,Southwest,TEXAS,TX,MEASLES,76
196638,Southwest,TEXAS,TX,MEASLES,75
196639,Southwest,TEXAS,TX,MEASLES,80
196640,Southwest,TEXAS,TX,MEASLES,87
196641,Southwest,TEXAS,TX,MEASLES,97
196642,Southwest,TEXAS,TX,MEASLES,126
196643,Southwest,TEXAS,TX,MEASLES,149
196644,Southwest,TEXAS,TX,MEASLES,97
196645,Southwest,TEXAS,TX,MEASLES,85
196646,Southwest,TEXAS,TX,MEASLES,199
196647,Southwest,TEXAS,TX,MEASLES,196
196648,Southwest,TEXAS,TX,MEASLES,318
196650,Southwest,TEXAS,TX,MEASLES,315
196651,Southwest,TEXAS,TX,MEASLES,197
196652,Southwest,TEXAS,TX,MEASLES,219
196604,Southwest,TEXAS,TX,RUBELLA,1
196607,Southwest,TEXAS,TX,RUBELLA,6
196610,Southwest,TEXAS,TX,RUBELLA,2
196611,Southwest,TEXAS,TX,RUBELLA,1
196612,Southwest,TEXAS,TX,RUBELLA,18
196613,Southwest,TEXAS,TX,RUBELLA,2
196614,Southwest,TEXAS,TX,RUBELLA,7
196615,Southwest,TEXAS,TX,RUBELLA,12
196616,Southwest,TEXAS,TX,RUBELLA,15
196617,Southwest,TEXAS,TX,RUBELLA,6
196618,Southwest,TEXAS,TX,RUBELLA,3
196619,Southwest,TEXAS,TX,RUBELLA,7
196620,Southwest,TEXAS,TX,RUBELLA,13
196621,Southwest,TEXAS,TX,RUBELLA,12
196622,Southwest,TEXAS,TX,RUBELLA,8
196624,Southwest,TEXAS,TX,RUBELLA,2
196626,Southwest,TEXAS,TX,RUBELLA,2
196627,Southwest,TEXAS,TX,RUBELLA,1
196628,Southwest,TEXAS,TX,RUBELLA,2
196629,Southwest,TEXAS,TX,RUBELLA,2
196630,Southwest,TEXAS,TX,RUBELLA,3
196631,Southwest,TEXAS,TX,RUBELLA,1
196635,Southwest,TEXAS,TX,RUBELLA,3
196637,Southwest,TEXAS,TX,RUBELLA,2
196642,Southwest,TEXAS,TX,RUBELLA,2
